CustomerId,Surname,CreditScore,CreditScoreTerms,Geography,Gender,Age,Age Group,Tenure,Customer_with_Bank,Balance,Balance_Avaliable,NumOfProducts,Service_Use_bank,HasCrCard,IsActiveMember,EstimatedSalary,Salary_Customer,Exited
15794566,Kirsova,678,Good,France,Female,28,Adult,4,New,0,Zero Amount,2,Average,1,1,144423.17,Excelent,1
15800890,T'ien,554,Good,France,Female,45,Adult,6,old,0,Zero Amount,2,Average,1,1,181204.5,Excelent,0
15697424,Ku,597,Good,Spain,Female,30,Adult,2,New,119370.11,Good,1,Low,1,1,182726.22,Excelent,1
15724536,Chin,560,Good,Spain,Female,28,Adult,1,New,0,Zero Amount,2,Average,1,1,120880.72,Excelent,0
15735878,Law,850,Excelent,Germany,Female,47,Adult,10,old,134381.52,Good,1,Low,0,0,26812.89,Low,1
15707596,Chung,546,Good,Germany,Female,74,Senior,8,old,114888.74,Good,2,Average,1,1,66732.63,Average,1
15657163,Cockrum,623,Good,Germany,Male,42,Adult,1,New,149332.48,Good,2,Average,1,0,100834.22,Good,0
15622478,Greaves,698,Good,France,Female,40,Adult,7,old,105061.74,Good,3,Good,1,0,107815.31,Good,1
15779529,Grant,620,Good,France,Male,32,Adult,7,old,0,Zero Amount,2,Average,1,1,34665.79,Average,0
15636023,O'Donnell,619,Good,France,Female,40,Adult,10,old,0,Zero Amount,1,Low,1,1,147093.84,Excelent,1
15582066,Maclean,561,Good,France,Male,21,Adult,4,New,0,Zero Amount,1,Low,1,1,36942.35,Average,0
15666675,Hsieh,753,Good,France,Female,39,Adult,7,old,155062.8,Good,1,Low,1,1,16460.77,Low,0
15732987,Hs?,721,Good,Spain,Male,43,Adult,3,New,88798.34,Average Amount,1,Low,0,0,45610.63,Average,0
15789432,Mazzanti,451,Not Good,France,Male,33,Adult,6,old,0,Zero Amount,2,Average,1,0,184954.11,Excelent,0
15663161,Chiu,680,Good,Germany,Female,51,Senior,5,New,143139.87,Good,1,Low,0,0,47795.43,Average,1
15694879,Reeves,590,Good,Spain,Female,23,Adult,7,old,0,Zero Amount,2,Average,1,0,196789.9,Excelent,0
15593715,Castiglione,634,Good,Germany,Male,27,Adult,3,New,107027.52,Good,1,Low,1,0,173425.68,Excelent,0
15575002,Ferguson,676,Good,France,Male,29,Adult,4,New,140720.93,Good,1,Low,1,0,36221.18,Average,0
15622171,Nnamdi,642,Good,France,Male,30,Adult,8,old,80964.57,Average Amount,2,Average,1,0,174738.2,Excelent,0
15795224,Wu,760,Good,France,Male,39,Adult,6,old,178585.46,Good,1,Low,1,0,67131.3,Average,1
15685346,Chu,736,Good,Spain,Female,26,Adult,4,New,135889.13,Good,1,Low,1,1,165692.03,Excelent,0
15691808,King,656,Good,France,Male,43,Adult,7,old,134919.85,Good,1,Low,1,0,194691.95,Excelent,0
15721007,Charlton,776,Good,Germany,Male,33,Adult,8,old,115130.34,Good,1,Low,0,0,129525.5,Excelent,1
15794253,Marsh,832,Excelent,Spain,Female,34,Adult,6,old,138190.13,Good,2,Average,0,1,146511.2,Excelent,0
15694453,Walker,631,Good,Germany,Male,37,Adult,9,old,131519.49,Good,2,Average,1,1,51752.18,Average,0
15813113,Chang,795,Good,Spain,Female,56,Senior,5,New,0,Zero Amount,1,Low,1,0,35418.69,Average,1
15614187,Pottinger,648,Good,Germany,Female,39,Adult,3,New,126935.98,Good,2,Average,0,1,57995.74,Average,0
15619407,Buckley,615,Good,France,Male,39,Adult,4,New,133707.09,Good,1,Low,1,1,108152.75,Good,0
15646227,Folliero,682,Good,France,Female,27,Adult,1,New,97893.2,Average Amount,1,Low,1,0,166144.98,Excelent,0
15660541,Olisanugo,694,Good,France,Male,34,Adult,5,New,127900.03,Good,1,Low,1,0,101737.8,Good,0
15753874,Kent,694,Good,France,Male,37,Adult,10,old,143835.47,Good,1,Low,0,1,33326.71,Average,0
15617877,Jessop,607,Good,France,Male,44,Adult,0,New,0,Zero Amount,2,Average,1,1,81140.09,Good,0
15772073,Hodge,664,Good,France,Male,48,Adult,10,old,0,Zero Amount,1,Low,1,0,140173.17,Excelent,1
15701537,Ignatiev,756,Good,France,Male,60,Senior,2,New,0,Zero Amount,1,Low,1,1,166513.49,Excelent,1
15736228,Chambers,645,Good,France,Female,40,Adult,3,New,129596.77,Good,1,Low,1,1,103232.6,Good,0
15780572,Mansom,653,Good,Spain,Male,30,Adult,4,New,0,Zero Amount,2,Average,1,0,120736.04,Excelent,0
15769596,Yen,710,Good,Germany,Female,24,Adult,2,New,110407.44,Good,2,Average,0,0,15832.43,Low,1
15586996,Azikiwe,697,Good,France,Female,76,Senior,7,old,0,Zero Amount,2,Average,0,1,188772.45,Excelent,0
15722061,Allen,619,Good,Germany,Female,41,Adult,8,old,142015.76,Good,2,Average,1,0,114323.66,Good,0
15638003,Komarova,648,Good,Spain,Male,55,Senior,1,New,81370.07,Average Amount,1,Low,0,1,181534.04,Excelent,0
15775590,Mackay,482,Not Good,Germany,Female,48,Adult,2,New,69329.47,Average Amount,1,Low,0,0,102640.52,Good,1
15730688,Yu,548,Good,France,Female,28,Adult,8,old,116755.5,Good,2,Average,1,1,158585.17,Excelent,1
15753102,Curtis,752,Good,Spain,Male,44,Adult,6,old,83870.33,Average Amount,1,Low,1,0,178722.24,Excelent,0
15810075,Fang,648,Good,France,Female,39,Adult,6,old,130694.89,Good,2,Average,1,1,153955.38,Excelent,1
15723373,Page,643,Good,Spain,Female,34,Adult,8,old,117451.47,Good,1,Low,1,0,65374.86,Average,0
15795298,Olisaemeka,573,Good,Germany,Female,35,Adult,9,old,206868.78,Good,2,Average,0,1,102986.15,Good,0
15584320,Brennan,686,Good,France,Female,39,Adult,3,New,111695.62,Good,1,Low,0,0,136643.84,Excelent,0
15724161,Sutton,644,Good,France,Female,40,Adult,9,old,137285.26,Good,4,Excelent,1,0,77063.63,Good,1
15750056,Hyde,702,Good,France,Female,29,Adult,6,old,149218.39,Good,1,Low,1,1,9633.01,Low,0
15609637,Nkemakolam,652,Good,France,Male,51,Senior,7,old,0,Zero Amount,2,Average,0,1,43496.36,Average,0
15794493,Chimaijem,641,Good,Spain,Male,32,Adult,7,old,0,Zero Amount,2,Average,1,1,24267.28,Low,0
15569641,Sung,692,Good,Germany,Female,41,Adult,8,old,130701.29,Good,1,Low,1,0,59354.24,Average,1
15815236,Chiganu,574,Good,Spain,Male,34,Adult,5,New,0,Zero Amount,2,Average,0,0,28269.86,Low,0
15811177,Beneventi,643,Good,France,Female,31,Adult,3,New,167949.48,Good,1,Low,1,0,143162.34,Excelent,0
15680587,Esposito,834,Excelent,France,Male,23,Adult,4,New,131254.81,Good,1,Low,1,0,20199.3,Low,0
15672821,Owen,591,Good,France,Male,28,Adult,5,New,0,Zero Amount,2,Average,1,1,48606.92,Average,0
15767681,Smalley,470,Not Good,Spain,Male,34,Adult,9,old,0,Zero Amount,2,Average,0,1,89013.67,Good,0
15600379,Hsiung,608,Good,Spain,Male,34,Adult,7,old,86656.13,Average Amount,1,Low,0,1,59890.29,Average,0
15801336,Ch'ang,649,Good,Germany,Female,37,Adult,8,old,114737.26,Good,1,Low,1,1,106655.88,Good,1
15721592,Barton,665,Good,France,Female,38,Adult,5,New,0,Zero Amount,2,Average,1,0,156439.56,Excelent,0
15581282,Lucchese,651,Good,France,Female,39,Adult,6,old,0,Zero Amount,1,Low,1,0,24176.44,Low,0
15746203,Hsia,555,Good,Germany,Male,62,Senior,4,New,119817.33,Good,1,Low,0,1,43507.1,Average,1
15583137,Pope,637,Good,France,Female,48,Adult,7,old,130806.99,Good,2,Average,1,1,132005.85,Excelent,1
15680752,Horrocks,675,Good,France,Female,49,Adult,0,New,0,Zero Amount,1,Low,1,1,80496.71,Good,1
15688172,Tai,677,Good,Spain,Male,40,Adult,5,New,0,Zero Amount,2,Average,1,0,88947.56,Good,0
15791373,Chikezie,850,Excelent,Germany,Female,35,Adult,2,New,80931.75,Average Amount,1,Low,0,0,12639.67,Low,1
15589449,Frye,815,Excelent,France,Female,56,Senior,3,New,0,Zero Amount,3,Good,1,1,94248.16,Good,1
15692819,Toscani,665,Good,Germany,Male,32,Adult,1,New,132178.67,Good,1,Low,0,0,11865.76,Low,0
15727467,Mellor,485,Not Good,France,Female,27,Adult,3,New,0,Zero Amount,2,Average,1,0,141449.86,Excelent,0
15734312,Kang,577,Good,Spain,Male,43,Adult,6,old,0,Zero Amount,2,Average,1,1,149457.81,Excelent,0
15764604,Sutherland,586,Good,France,Female,35,Adult,7,old,164769.02,Good,3,Good,1,0,119814.25,Good,1
15613014,Hs?,722,Good,Germany,Male,29,Adult,1,New,107233.85,Good,2,Average,1,0,24924.92,Low,0
15759684,Ting,528,Good,France,Female,27,Adult,7,old,176227.07,Good,2,Average,0,1,139481.53,Excelent,0
15609669,Chuang,542,Good,France,Female,39,Adult,4,New,109949.39,Good,2,Average,1,1,41268.65,Average,0
15685536,Chu,552,Good,France,Female,34,Adult,5,New,0,Zero Amount,2,Average,1,1,1351.41,veryLow,0
15750447,Ozoemena,678,Good,France,Female,60,Senior,10,old,117738.81,Good,1,Low,1,0,147489.76,Excelent,1
15663249,Howells,575,Good,Spain,Female,37,Adult,9,old,133292.45,Good,1,Low,1,0,111175.09,Good,0
15638646,Lucchese,669,Good,France,Female,43,Adult,1,New,160474.59,Good,1,Low,1,1,95963.14,Good,0
15734161,Nnonso,636,Good,France,Male,43,Adult,6,old,0,Zero Amount,2,Average,1,0,43128.95,Average,0
15631070,Gerasimova,667,Good,Germany,Male,55,Senior,9,old,154393.43,Good,1,Low,1,1,137674.96,Excelent,1
15761950,Woronoff,652,Good,Germany,Female,45,Adult,9,old,110827.49,Good,1,Low,1,1,153383.54,Excelent,1
15649668,Wilhelm,637,Good,Germany,Female,36,Adult,10,old,145750.45,Good,2,Average,1,1,96660.76,Good,0
15713912,Nebechukwu,516,Good,Spain,Female,45,Adult,8,old,109044.3,Good,1,Low,0,1,115818.16,Good,0
15586757,Anenechukwu,801,Excelent,France,Female,32,Adult,4,New,75170.54,Average Amount,1,Low,1,1,37898.5,Average,0
15596522,Meredith,692,Good,France,Female,42,Adult,2,New,0,Zero Amount,2,Average,1,0,145222.93,Excelent,0
15625395,Chinomso,585,Good,France,Female,28,Adult,6,old,105795.9,Good,1,Low,1,1,41219.09,Average,0
15760570,Stephenson,590,Good,France,Male,32,Adult,5,New,0,Zero Amount,2,Average,1,0,59249.83,Average,0
15566689,Chimaoke,554,Good,Spain,Male,66,Senior,8,old,0,Zero Amount,2,Average,1,1,116747.62,Good,0
15725794,Winters,659,Good,France,Female,49,Adult,1,New,0,Zero Amount,1,Low,1,0,116249.72,Good,1
15673539,Napolitani,690,Good,France,Female,26,Adult,3,New,118097.87,Good,1,Low,1,0,61257.83,Average,0
15705298,L?,697,Good,Germany,Male,29,Adult,0,New,172693.54,Good,1,Low,0,0,141798.98,Excelent,0
15675791,Williams,610,Good,France,Male,36,Adult,4,New,129440.3,Good,2,Average,1,0,102638.35,Good,0
15747043,Giles,599,Good,Spain,Male,36,Adult,4,New,0,Zero Amount,2,Average,0,0,13210.56,Low,0
15736397,Wang,544,Good,France,Male,23,Adult,1,New,96471.2,Average Amount,1,Low,1,0,35550.97,Average,0
15678201,Robertson,548,Good,France,Female,46,Adult,1,New,0,Zero Amount,1,Low,1,1,104469.06,Good,1
15720745,Murray,635,Good,Spain,Male,24,Adult,4,New,140197.18,Good,1,Low,1,1,142935.83,Excelent,0
15637593,Greco,722,Good,France,Male,20,Adult,6,old,0,Zero Amount,2,Average,1,0,195486.28,Excelent,0
15598070,Marchesi,564,Good,France,Female,33,Adult,4,New,135946.26,Good,1,Low,1,0,63170,Average,0
15787550,Chao,719,Good,France,Male,69,Senior,3,New,0,Zero Amount,2,Average,1,1,58320.06,Average,0
15603942,Hawthorn,547,Good,Germany,Male,50,Adult,3,New,81290.02,Average Amount,3,Good,0,1,177747.03,Excelent,1
15733973,Bibi,850,Excelent,France,Female,42,Adult,8,old,0,Zero Amount,1,Low,1,0,19632.64,Low,1
15596761,Hawdon,515,Good,Germany,Male,60,Senior,9,old,113715.36,Good,1,Low,1,0,18424.24,Low,1
15652400,Moss,667,Good,Spain,Male,56,Senior,2,New,168883.08,Good,1,Low,0,1,18897.78,Low,0
15717893,Briggs,607,Good,Germany,Male,36,Adult,8,old,143421.74,Good,1,Low,1,0,97879.02,Good,0
15622585,McIntyre,525,Good,France,Male,26,Adult,7,old,153644.39,Good,1,Low,1,1,63197.88,Average,0
15733964,Russo,606,Good,Spain,Female,53,Senior,1,New,109330.06,Good,1,Low,1,1,75860.01,Good,0
15753861,Ballard,686,Good,Germany,Female,27,Adult,1,New,115095.88,Good,2,Average,0,0,78622.46,Good,0
15747097,Hs?,611,Good,France,Male,35,Adult,10,old,0,Zero Amount,1,Low,1,1,23598.23,Low,1
15594762,Pisani,827,Excelent,Spain,Male,46,Adult,1,New,183276.32,Good,1,Low,1,1,13460.27,Low,0
15667417,Tao,572,Good,France,Male,33,Adult,9,old,68193.72,Average Amount,1,Low,1,0,19998.31,Low,0
15684861,Thomson,726,Good,France,Female,32,Adult,8,old,0,Zero Amount,2,Average,0,0,185075.63,Excelent,0
15742204,Hsu,579,Good,Germany,Male,31,Adult,6,old,139729.54,Good,1,Low,0,1,135815.38,Excelent,0
15623502,Morrison,598,Good,Spain,Female,56,Senior,4,New,98365.33,Average Amount,1,Low,1,1,44251.33,Average,0
15774872,Joslin,663,Good,France,Male,36,Adult,10,old,0,Zero Amount,2,Average,1,0,136349.55,Excelent,0
15611191,Scott,505,Good,Germany,Female,37,Adult,10,old,122453.97,Good,2,Average,1,1,52693.99,Average,0
15674331,Bidwill,576,Good,Germany,Male,30,Adult,7,old,132174.41,Good,2,Average,0,0,93767.03,Good,0
15619465,Cameron,555,Good,Spain,Female,24,Adult,2,New,0,Zero Amount,2,Average,0,1,197866.55,Excelent,0
15575247,Cartwright,524,Good,France,Male,30,Adult,1,New,0,Zero Amount,2,Average,1,0,126812.85,Excelent,0
15695679,Yao,776,Good,Spain,Male,39,Adult,2,New,104349.45,Good,1,Low,0,0,79503.05,Good,0
15713463,Tate,645,Good,Germany,Female,41,Adult,2,New,138881.04,Good,1,Low,1,0,129936.53,Excelent,1
15785170,Neal,850,Excelent,Germany,Female,32,Adult,0,New,116968.91,Good,1,Low,0,0,175094.62,Excelent,0
15796351,Yao,603,Good,Germany,Male,35,Adult,1,New,105346.03,Good,2,Average,1,1,130379.5,Excelent,0
15639576,Burns,691,Good,France,Male,26,Adult,9,old,136623.19,Good,1,Low,1,0,153228,Excelent,0
15693264,Onyinyechukwuka,583,Good,France,Female,29,Adult,10,old,0,Zero Amount,2,Average,1,1,111285.85,Good,0
15589715,Fulks,584,Good,France,Female,66,Senior,5,New,0,Zero Amount,1,Low,1,0,49553.38,Average,1
15769902,Christie,679,Good,France,Female,33,Adult,6,old,0,Zero Amount,2,Average,1,1,98015.85,Good,0
15587177,Lloyd,646,Good,France,Male,36,Adult,6,old,124445.52,Good,1,Low,1,0,88481.32,Good,0
15814553,Ball,559,Good,France,Female,34,Adult,5,New,68999.66,Average Amount,2,Average,1,1,66879.27,Average,0
15601550,Genovesi,595,Good,Spain,Male,36,Adult,6,old,85768.42,Average Amount,1,Low,1,1,24802.77,Low,0
15664907,Alexander,527,Good,France,Male,47,Adult,1,New,0,Zero Amount,1,Low,1,0,21312.16,Low,1
15612465,Siciliano,684,Good,Spain,Male,34,Adult,9,old,100628,Good,2,Average,1,1,190263.78,Excelent,0
15810800,Ositadimma,673,Good,Spain,Female,32,Adult,0,New,0,Zero Amount,1,Low,1,1,72873.33,Good,0
15665760,Kazantsev,802,Excelent,Spain,Male,38,Adult,7,old,0,Zero Amount,2,Average,0,1,57764.65,Average,0
15588080,Giles,675,Good,France,Male,54,Senior,6,old,0,Zero Amount,1,Low,1,0,110273.84,Good,1
15776844,Hao,762,Good,Spain,Female,19,Teenager,6,old,0,Zero Amount,2,Average,1,0,55500.17,Average,0
15717560,Martin,580,Good,France,Male,50,Adult,0,New,125647.36,Good,1,Low,1,0,57541.08,Average,1
15629739,Hartley,621,Good,Germany,Female,31,Adult,8,old,100375.39,Good,1,Low,1,1,90384.26,Good,0
15729908,Allan,411,Not Good,France,Female,36,Adult,10,old,0,Zero Amount,1,Low,0,0,120694.35,Excelent,0
15716781,Dolgorukova,815,Excelent,France,Male,24,Adult,7,old,171922.72,Good,1,Low,0,1,178028.96,Excelent,0
15646936,Nnamdi,631,Good,Germany,Female,32,Adult,2,New,146810.99,Good,2,Average,1,1,180990.29,Excelent,0
15768151,Romano,514,Good,Germany,Female,45,Adult,3,New,109032.23,Good,1,Low,0,1,155407.21,Excelent,1
15579212,Chuang,638,Good,France,Male,57,Senior,6,old,0,Zero Amount,1,Low,1,0,33676.48,Average,1
15721835,Owen,791,Good,Spain,Male,25,Adult,7,old,0,Zero Amount,1,Low,1,0,89666.28,Good,0
15800515,Singh,516,Good,France,Male,35,Adult,5,New,128653.59,Good,1,Low,1,0,127558.26,Excelent,0
15591279,Nwagugheuzo,734,Good,France,Male,37,Adult,3,New,80387.81,Average Amount,1,Low,0,1,77272.62,Good,0
15587419,Shipton,611,Good,France,Male,58,Senior,8,old,0,Zero Amount,2,Average,0,1,107665.68,Good,1
15750335,Paterson,850,Excelent,Germany,Male,43,Adult,0,New,108508.82,Good,3,Good,1,0,184044.8,Excelent,1
15699619,Rivas,641,Good,France,Male,31,Adult,10,old,155978.17,Good,1,Low,1,0,91510.71,Good,0
15606472,Lung,585,Good,France,Female,38,Adult,5,New,0,Zero Amount,1,Low,1,1,87363.56,Good,0
15778368,Allan,552,Good,Germany,Male,50,Adult,4,New,121175.56,Good,1,Low,1,0,117505.07,Good,1
15671387,Fetherstonhaugh,507,Good,France,Female,29,Adult,4,New,89349.47,Average Amount,2,Average,0,0,180626.68,Excelent,0
15573926,Lung,735,Good,Spain,Male,38,Adult,7,old,86131.71,Average Amount,2,Average,0,0,93478.96,Good,0
15709183,Davidson,707,Good,France,Female,58,Senior,3,New,102346.86,Good,1,Low,1,1,114672.64,Good,0
15577514,Mai,698,Good,Germany,Female,36,Adult,7,old,121263.62,Good,1,Low,1,1,13387.88,Low,0
15778830,Dellucci,841,Excelent,France,Male,31,Adult,2,New,0,Zero Amount,2,Average,1,0,173240.52,Excelent,0
15768072,Mitchell,688,Good,Spain,Female,33,Adult,2,New,0,Zero Amount,1,Low,0,0,27557.18,Low,1
15768293,Sun,614,Good,France,Male,51,Senior,3,New,0,Zero Amount,2,Average,1,1,5552.37,Low,0
15654456,Napolitano,511,Good,Germany,Male,48,Adult,6,old,149726.08,Good,1,Low,0,0,88307.87,Good,1
15807525,Bailey,447,Not Good,France,Male,43,Adult,2,New,0,Zero Amount,2,Average,1,0,33879.26,Average,1
15574372,Hoolan,738,Good,France,Male,35,Adult,5,New,161274.05,Good,2,Average,1,0,181429.87,Excelent,0
15671249,Kent,422,Not Good,France,Female,33,Adult,2,New,0,Zero Amount,2,Average,1,0,102655.31,Good,0
15779744,Chou,537,Good,Spain,Male,30,Adult,1,New,103138.17,Good,1,Low,1,1,96555.42,Good,0
15624755,Pepper,707,Good,Germany,Female,40,Adult,3,New,109628.44,Good,1,Low,1,0,189366.03,Excelent,0
15611430,Abramowitz,690,Good,France,Male,54,Senior,5,New,0,Zero Amount,1,Low,1,0,12847.61,Low,1
15774744,Lord,664,Good,Germany,Male,33,Adult,7,old,97286.16,Average Amount,2,Average,1,0,143433.33,Excelent,0
15629885,Wilson,850,Excelent,France,Female,33,Adult,7,old,118004.26,Good,1,Low,1,0,183983.82,Excelent,0
15708791,Abazu,584,Good,Spain,Male,32,Adult,9,old,85534.83,Average Amount,1,Low,0,0,169137.24,Excelent,0
15793890,Harriman,728,Good,France,Female,59,Senior,4,New,0,Zero Amount,1,Low,1,1,163365.85,Excelent,1
15646091,Frankland,560,Good,Spain,Female,43,Adult,4,New,95140.44,Average Amount,2,Average,1,0,123181.44,Excelent,1
15596984,Pinto,629,Good,France,Female,31,Adult,6,old,0,Zero Amount,1,Low,1,1,16447.6,Low,1
15800215,Kwemtochukwu,658,Good,France,Male,25,Adult,3,New,0,Zero Amount,2,Average,0,1,173948.4,Excelent,0
15577806,Chiu,794,Good,Germany,Female,54,Senior,1,New,75900.84,Average Amount,1,Low,1,1,192154.66,Excelent,0
15749381,Yu,790,Good,France,Female,41,Adult,2,New,126619.27,Good,1,Low,1,0,198224.38,Excelent,0
15683758,Onyekachukwu,640,Good,France,Male,44,Adult,7,old,111833.47,Good,1,Low,1,0,67202.74,Average,0
15670615,Castiglione,652,Good,Spain,Male,37,Adult,7,old,0,Zero Amount,2,Average,1,0,68789.93,Average,0
15715622,To Rot,583,Good,France,Female,57,Senior,3,New,238387.56,Good,1,Low,0,1,147964.99,Excelent,1
15707634,Anenechukwu,775,Good,France,Female,32,Adult,2,New,108698.96,Good,2,Average,1,1,161069.73,Excelent,0
15806901,Henderson,584,Good,France,Female,39,Adult,2,New,112687.69,Good,1,Low,1,1,127749.61,Excelent,0
15775335,Ellis,635,Good,Germany,Female,48,Adult,4,New,81556.89,Average Amount,2,Average,1,0,191914.37,Excelent,0
15724150,Nkemdirim,814,Excelent,France,Male,48,Adult,9,old,136596.85,Good,1,Low,1,1,185791.9,Excelent,0
15627220,Kang,735,Good,Germany,Female,43,Adult,9,old,98807.45,Average Amount,1,Low,0,0,184570.04,Excelent,1
15672330,Lear,678,Good,France,Female,31,Adult,1,New,0,Zero Amount,2,Average,0,1,130446.65,Excelent,0
15668521,Jamieson,693,Good,France,Male,37,Adult,1,New,0,Zero Amount,2,Average,1,1,82867.55,Good,0
15807837,Mazzanti,640,Good,France,Female,30,Adult,6,old,107499.7,Good,1,Low,1,1,187632.22,Excelent,0
15592570,Marino,773,Good,Spain,Female,23,Adult,8,old,0,Zero Amount,2,Average,1,0,56759.79,Average,0
15748589,Winter,736,Good,France,Female,30,Adult,9,old,0,Zero Amount,2,Average,1,0,34180.33,Average,0
15635893,T'ien,693,Good,France,Female,28,Adult,8,old,0,Zero Amount,2,Average,1,1,158545.25,Excelent,0
15757632,Hughes-Jones,496,Not Good,France,Female,41,Adult,1,New,176024.05,Good,2,Average,1,0,182337.98,Excelent,0
15691863,Cody,751,Good,France,Female,39,Adult,3,New,0,Zero Amount,2,Average,1,1,84175.34,Good,0
15706071,Hunt,528,Good,Germany,Male,39,Adult,0,New,127631.62,Good,1,Low,0,1,22197.8,Low,1
15654296,Estrada,754,Good,Spain,Female,19,Teenager,9,old,0,Zero Amount,1,Low,1,0,189641.11,Excelent,0
15755018,Dickinson,568,Good,Germany,Female,26,Adult,10,old,109819.16,Good,2,Average,1,0,154491.39,Excelent,0
15594041,Fanucci,592,Good,Spain,Female,41,Adult,2,New,138734.94,Good,1,Low,1,0,90020.74,Good,0
15670587,Yang,558,Good,Germany,Male,25,Adult,10,old,111363.1,Good,2,Average,1,0,197264.35,Excelent,0
15724527,Forbes,825,Excelent,France,Male,34,Adult,9,old,0,Zero Amount,2,Average,1,1,31933.06,Average,0
15801904,Heard,677,Good,Germany,Male,28,Adult,0,New,143988,Good,2,Average,1,0,8755.69,Low,1
15658195,Efremova,653,Good,France,Male,34,Adult,5,New,118838.75,Good,1,Low,1,1,52820.13,Average,0
15630113,Morphett,593,Good,Spain,Male,35,Adult,4,New,161637.75,Good,1,Low,1,1,20008.46,Low,0
15784320,Lenhardt,632,Good,France,Female,44,Adult,3,New,133793.89,Good,1,Low,1,1,34607.14,Average,1
15676513,Burns,601,Good,Germany,Male,35,Adult,8,old,71553.83,Average Amount,1,Low,1,0,177384.45,Excelent,0
15574072,Ch'ien,786,Good,France,Female,62,Senior,8,old,0,Zero Amount,1,Low,1,1,165702.64,Excelent,0
15633854,Sun,654,Good,France,Female,40,Adult,3,New,0,Zero Amount,2,Average,1,0,167889.1,Excelent,0
15618566,Jamieson,572,Good,France,Female,38,Adult,7,old,0,Zero Amount,2,Average,1,1,133122.62,Excelent,0
15733014,Nolan,813,Excelent,France,Female,62,Senior,10,old,64667.95,Average Amount,2,Average,0,1,140454.14,Excelent,0
15753343,Barry,523,Good,France,Female,28,Adult,2,New,121164.11,Good,1,Low,1,1,59938.81,Average,0
15746076,Saunders,506,Good,Spain,Male,50,Adult,3,New,0,Zero Amount,2,Average,1,0,12016.79,Low,0
15608226,McMorran,513,Good,Spain,Male,72,Senior,3,New,98903.06,Average Amount,1,Low,1,1,81251.24,Good,0
15605684,Phelan,664,Good,France,Female,31,Adult,7,old,104158.84,Good,1,Low,1,0,134169.85,Excelent,0
15638988,Fu,684,Good,France,Male,54,Senior,6,old,0,Zero Amount,2,Average,1,1,94888.6,Good,0
15628767,Hotchin,608,Good,Spain,Female,63,Senior,3,New,139529.93,Good,2,Average,1,1,175696.16,Excelent,1
15737977,Aksyonov,527,Good,France,Female,25,Adult,6,old,0,Zero Amount,2,Average,0,1,96758.58,Good,0
15758116,Rossi,666,Good,France,Male,53,Senior,5,New,64646.7,Average Amount,1,Low,1,0,128019.48,Excelent,1
15575119,Hughes,779,Good,France,Male,71,Senior,3,New,0,Zero Amount,2,Average,1,1,146895.36,Excelent,1
15625126,Duncan,629,Good,France,Female,40,Adult,6,old,0,Zero Amount,2,Average,1,1,139356.3,Excelent,0
15567114,McGarry,430,Not Good,France,Male,35,Adult,1,New,118894.22,Good,1,Low,0,0,2923.61,veryLow,0
15672242,Aksenov,712,Good,France,Male,24,Adult,2,New,0,Zero Amount,1,Low,0,1,121232.51,Excelent,0
15681327,Akhtar,682,Good,France,Male,30,Adult,9,old,0,Zero Amount,2,Average,1,1,2053.42,veryLow,0
15802585,Pisani,634,Good,France,Female,41,Adult,8,old,68213.99,Average Amount,1,Low,1,1,6382.46,Low,0
15740630,Pisano,487,Not Good,Spain,Female,31,Adult,1,New,0,Zero Amount,2,Average,1,0,158750.13,Excelent,0
15815420,McDaniels,808,Excelent,Spain,Male,47,Adult,8,old,139196,Good,1,Low,0,1,74028.36,Good,0
15711468,Tennant,527,Good,France,Female,32,Adult,7,old,0,Zero Amount,2,Average,1,1,44099.75,Average,0
15799626,Donaghy,637,Good,Germany,Male,50,Adult,4,New,126345.55,Good,1,Low,0,1,17323,Low,1
15659325,Todd,802,Excelent,Spain,Male,40,Adult,5,New,0,Zero Amount,2,Average,1,1,175043.69,Excelent,0
15651352,Tobenna,529,Good,France,Female,38,Adult,2,New,0,Zero Amount,1,Low,1,0,146388.85,Excelent,1
15684925,Vicars,850,Excelent,France,Female,43,Adult,3,New,0,Zero Amount,2,Average,0,0,2465.8,veryLow,0
15657439,Chao,738,Good,France,Male,18,Teenager,4,New,0,Zero Amount,2,Average,1,1,47799.15,Average,0
15574122,Tien,817,Excelent,France,Male,34,Adult,5,New,129278.43,Good,1,Low,0,0,165562.84,Excelent,0
15720508,Hsing,735,Good,France,Male,31,Adult,3,New,119558.35,Good,1,Low,0,0,72927.68,Good,0
15599078,Yang,619,Good,Germany,Female,41,Adult,5,New,92467.58,Average Amount,1,Low,1,0,38270.47,Average,0
15702300,Walker,671,Good,France,Male,27,Adult,5,New,0,Zero Amount,2,Average,0,0,120893.07,Excelent,0
15660735,T'ang,581,Good,Spain,Female,31,Adult,6,old,0,Zero Amount,2,Average,1,0,188377.21,Excelent,0
15671390,Chukwukere,690,Good,Spain,Male,36,Adult,10,old,0,Zero Amount,2,Average,1,0,55902.93,Average,0
15647385,Ch'iu,579,Good,Spain,Male,56,Senior,4,New,99340.83,Average Amount,1,Low,0,0,4523.74,veryLow,1
15739223,Pai,688,Good,Spain,Female,24,Adult,3,New,0,Zero Amount,2,Average,1,1,102195.16,Good,0
15631305,Franklin,599,Good,Spain,Female,28,Adult,4,New,126833.79,Good,2,Average,1,0,60843.09,Average,1
